left_policy,right_policy,split,pair_index,seed,left_side,outcome,left_objective_completed,right_objective_completed,left_score,right_score,decisions,terminated,truncated,peer_tic_lag_max,protocol_inconsistent,action_tic_inconsistent,score_event_inconsistent,scenario_hash,environment_attempts,score_difference
policy-1400000,policy-1400000,validation,253,1200430541,opponent,win,True,True,3,2,243,True,False,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,1
policy-1400000,policy-1400000,validation,254,1349791374,host,loss,True,True,2,3,492,True,False,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,-1
policy-1400000,policy-1400000,validation,254,1349791374,opponent,win,True,True,3,2,492,True,False,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,1
policy-1400000,policy-1603584,validation,250,1019181764,host,win,True,True,3,2,316,True,False,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,1
policy-1400000,policy-1603584,validation,250,1019181764,opponent,loss,True,True,1,3,150,True,False,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,-2
policy-1400000,policy-1603584,validation,251,245721494,host,draw,True,True,2,2,257,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,0
policy-1400000,policy-1603584,validation,251,245721494,opponent,draw,True,True,2,2,260,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,0
policy-1400000,policy-1603584,validation,252,1891682600,host,win,True,True,3,2,269,True,False,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,1
policy-1400000,policy-1603584,validation,252,1891682600,opponent,loss,True,True,2,3,254,True,False,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,-1
policy-1400000,policy-1603584,validation,253,1200430541,host,draw,True,True,2,2,251,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,0
policy-1400000,policy-1603584,validation,253,1200430541,opponent,win,True,True,3,2,232,True,False,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,1
policy-1400000,policy-1603584,validation,254,1349791374,host,win,True,True,3,2,255,True,False,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,1
policy-1400000,policy-1603584,validation,254,1349791374,opponent,draw,True,True,2,2,368,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,0
policy-1400000,policy-1800768,validation,250,1019181764,host,draw,True,True,2,2,293,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,0
policy-1400000,policy-1800768,validation,250,1019181764,opponent,loss,True,True,1,3,117,True,False,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,-2
policy-1400000,policy-1800768,validation,251,245721494,host,win,True,True,3,2,190,True,False,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,1
policy-1400000,policy-1800768,validation,251,245721494,opponent,draw,True,True,2,2,227,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,0
policy-1400000,policy-1800768,validation,252,1891682600,host,draw,True,True,2,2,350,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,0
policy-1400000,policy-1800768,validation,252,1891682600,opponent,draw,True,True,2,2,255,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,0
policy-1400000,policy-1800768,validation,253,1200430541,host,loss,True,True,2,3,189,True,False,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,-1
policy-1400000,policy-1800768,validation,253,1200430541,opponent,win,True,True,3,2,241,True,False,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,1
policy-1400000,policy-1800768,validation,254,1349791374,host,win,True,True,2,1,430,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,1
policy-1400000,policy-1800768,validation,254,1349791374,opponent,loss,True,True,2,3,190,True,False,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,-1
policy-1400000,policy-2000000,validation,250,1019181764,host,win,True,True,3,2,260,True,False,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,1
policy-1400000,policy-2000000,validation,250,1019181764,opponent,loss,True,True,1,2,115,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,-1
policy-1400000,policy-2000000,validation,251,245721494,host,win,True,True,2,1,300,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,1
policy-1400000,policy-2000000,validation,251,245721494,opponent,draw,True,True,2,2,252,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,0
policy-1400000,policy-2000000,validation,252,1891682600,host,draw,True,True,2,2,320,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,0
policy-1400000,policy-2000000,validation,252,1891682600,opponent,draw,True,True,2,2,332,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,0
policy-1400000,policy-2000000,validation,253,1200430541,host,draw,True,True,2,2,189,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,0
policy-1400000,policy-2000000,validation,253,1200430541,opponent,draw,True,True,2,2,327,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,0
policy-1400000,policy-2000000,validation,254,1349791374,host,win,True,True,3,2,447,True,False,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,1
policy-1400000,policy-2000000,validation,254,1349791374,opponent,loss,True,True,2,3,317,True,False,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,-1
policy-1603584,policy-1603584,validation,250,1019181764,host,win,True,True,2,1,263,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,1
policy-1603584,policy-1603584,validation,250,1019181764,opponent,loss,True,True,1,2,263,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,-1
policy-1603584,policy-1603584,validation,251,245721494,host,draw,True,True,2,2,272,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,0
policy-1603584,policy-1603584,validation,251,245721494,opponent,draw,True,True,2,2,272,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,0
policy-1603584,policy-1603584,validation,252,1891682600,host,win,True,True,3,1,391,True,False,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,2
policy-1603584,policy-1603584,validation,252,1891682600,opponent,loss,True,True,1,3,391,True,False,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,-2
policy-1603584,policy-1603584,validation,253,1200430541,host,draw,True,True,2,2,218,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,0
policy-1603584,policy-1603584,validation,253,1200430541,opponent,draw,True,True,2,2,218,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,0
policy-1603584,policy-1603584,validation,254,1349791374,host,loss,True,True,1,3,271,True,False,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,-2
policy-1603584,policy-1603584,validation,254,1349791374,opponent,win,True,True,3,1,271,True,False,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,2
policy-1603584,policy-1800768,validation,250,1019181764,host,win,True,True,2,1,188,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,1
policy-1603584,policy-1800768,validation,250,1019181764,opponent,loss,True,True,1,2,180,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,-1
policy-1603584,policy-1800768,validation,251,245721494,host,draw,True,True,2,2,260,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,0
policy-1603584,policy-1800768,validation,251,245721494,opponent,draw,True,True,2,2,303,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,0
policy-1603584,policy-1800768,validation,252,1891682600,host,draw,True,True,2,2,192,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,0
policy-1603584,policy-1800768,validation,252,1891682600,opponent,loss,True,True,2,3,234,True,False,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,-1
policy-1603584,policy-1800768,validation,253,1200430541,host,draw,True,True,2,2,207,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,0
policy-1603584,policy-1800768,validation,253,1200430541,opponent,draw,True,True,2,2,189,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,0
policy-1603584,policy-1800768,validation,254,1349791374,host,draw,True,True,2,2,269,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,0
policy-1603584,policy-1800768,validation,254,1349791374,opponent,loss,True,True,2,3,425,True,False,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,-1
policy-1603584,policy-2000000,validation,250,1019181764,host,win,True,True,2,1,122,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,1
policy-1603584,policy-2000000,validation,250,1019181764,opponent,loss,True,True,1,3,178,True,False,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,-2
policy-1603584,policy-2000000,validation,251,245721494,host,win,True,True,3,2,291,True,False,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,1
policy-1603584,policy-2000000,validation,251,245721494,opponent,draw,True,True,2,2,261,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,0
policy-1603584,policy-2000000,validation,252,1891682600,host,win,True,True,3,2,386,True,False,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,1
policy-1603584,policy-2000000,validation,252,1891682600,opponent,draw,True,True,2,2,370,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,0
policy-1603584,policy-2000000,validation,253,1200430541,host,draw,True,True,2,2,209,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,0
policy-1603584,policy-2000000,validation,253,1200430541,opponent,win,True,True,3,2,221,True,False,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,1
policy-1603584,policy-2000000,validation,254,1349791374,host,win,True,True,3,2,221,True,False,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,1
policy-1603584,policy-2000000,validation,254,1349791374,opponent,loss,True,True,2,3,292,True,False,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,-1
policy-1800768,policy-1800768,validation,250,1019181764,host,win,True,True,3,1,233,True,False,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,2
policy-1800768,policy-1800768,validation,250,1019181764,opponent,loss,True,True,1,3,233,True,False,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,-2
policy-1800768,policy-1800768,validation,251,245721494,host,loss,True,True,2,3,255,True,False,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,-1
policy-1800768,policy-1800768,validation,251,245721494,opponent,win,True,True,3,2,255,True,False,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,1
policy-1800768,policy-1800768,validation,252,1891682600,host,win,True,True,2,1,296,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,1
policy-1800768,policy-1800768,validation,252,1891682600,opponent,loss,True,True,1,2,296,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,-1
policy-1800768,policy-1800768,validation,253,1200430541,host,loss,True,True,2,3,212,True,False,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,-1
policy-1800768,policy-1800768,validation,253,1200430541,opponent,win,True,True,3,2,212,True,False,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,1
policy-1800768,policy-1800768,validation,254,1349791374,host,draw,True,True,2,2,238,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,0
policy-1800768,policy-1800768,validation,254,1349791374,opponent,draw,True,True,2,2,238,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,0
policy-1800768,policy-2000000,validation,250,1019181764,host,win,True,True,3,1,119,True,False,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,2
policy-1800768,policy-2000000,validation,250,1019181764,opponent,loss,True,True,1,3,217,True,False,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,-2
policy-1800768,policy-2000000,validation,251,245721494,host,draw,True,True,2,2,346,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,0
policy-1800768,policy-2000000,validation,251,245721494,opponent,win,True,True,3,2,423,True,False,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,1
policy-1800768,policy-2000000,validation,252,1891682600,host,win,True,True,2,1,308,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,1
policy-1800768,policy-2000000,validation,252,1891682600,opponent,draw,True,True,2,2,344,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,0
policy-1800768,policy-2000000,validation,253,1200430541,host,draw,True,True,2,2,211,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,0
policy-1800768,policy-2000000,validation,253,1200430541,opponent,win,True,True,3,2,288,True,False,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,1
policy-1800768,policy-2000000,validation,254,1349791374,host,draw,True,True,2,2,242,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,0
policy-1800768,policy-2000000,validation,254,1349791374,opponent,loss,True,True,2,3,238,True,False,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,-1
policy-2000000,policy-2000000,validation,250,1019181764,host,win,True,True,2,1,177,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,1
policy-2000000,policy-2000000,validation,250,1019181764,opponent,loss,True,True,1,2,177,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,-1
policy-2000000,policy-2000000,validation,251,245721494,host,draw,True,True,2,2,272,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,0
policy-2000000,policy-2000000,validation,251,245721494,opponent,draw,True,True,2,2,272,False,True,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,0
policy-2000000,policy-2000000,validation,252,1891682600,host,win,True,True,3,2,354,True,False,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,1
policy-2000000,policy-2000000,validation,252,1891682600,opponent,loss,True,True,2,3,354,True,False,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,-1
policy-2000000,policy-2000000,validation,253,1200430541,host,loss,True,True,2,3,283,True,False,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,-1
policy-2000000,policy-2000000,validation,253,1200430541,opponent,win,True,True,3,2,283,True,False,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,1
policy-2000000,policy-2000000,validation,254,1349791374,host,win,True,True,3,2,299,True,False,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,1
policy-2000000,policy-2000000,validation,254,1349791374,opponent,loss,True,True,2,3,299,True,False,0,False,False,False,91569d20cd52844cfa31284fe8df2886b3d8f2860bacfb6070c5d828511a7cb8,1,-1
